pid,qtr,min,sec,dwn,yds,pts,player,type
769081,3,10,26,1,1,7,TK-0850,REC
769127,4,7,1,4,3,7,DK-0875,RUSH
769137,4,3,2,1,11,7,JM-5275,RUSH
769158,1,11,46,2,2,7,RB-4670,RUSH
769173,1,5,41,2,5,7,RG-2200,REC
769191,2,13,29,2,14,7,RJ-2000,FUM
769205,2,8,33,2,1,7,RB-4670,REC
769245,3,10,33,2,15,7,RG-2200,REC
769280,4,11,49,1,8,7,KD-1462,REC
769295,4,6,35,2,5,7,BC-2325,REC
769357,2,12,44,3,51,7,JJ-4700,REC
769370,2,7,35,1,25,7,JJ-4700,REC
769406,3,10,9,3,3,7,TC-2050,RUSH
769419,3,6,12,1,2,7,PB-0125,RUSH
769438,4,13,53,2,1,7,PB-0125,RUSH
769464,4,2,0,2,14,7,TC-2050,RUSH
769546,2,0,42,3,14,7,FG-0200,RUSH
769579,3,1,56,1,2,7,DW-0500,REC
769606,4,6,2,1,1,7,DM-4300,RUSH
769632,1,10,59,1,5,7,SW-0450,REC
769654,1,2,28,2,74,7,AK-0050,RUSH
769684,2,4,29,2,7,7,JR-1950,REC
769787,4,1,51,1,15,7,AK-0050,REC
769839,2,13,28,1,2,7,RW-3850,RUSH
769901,3,6,37,2,17,7,NV-0050,REC
769919,4,15,0,2,1,7,JG-2900,REC
769964,4,0,2,1,10,7,LM-1800,REC
770014,2,8,47,2,9,7,AC-2350,REC
770030,2,2,53,3,1,7,ML-2500,RUSH
770059,3,6,27,1,6,7,JR-2075,REC
770089,4,10,26,4,25,7,CL-0275,REC
770114,4,2,44,2,22,7,BF-0950,REC
770183,2,4,51,1,29,7,RS-0687,REC
770224,3,7,39,4,1,7,BB-2425,RUSH
770258,4,12,19,3,10,7,CC-0200,FUM
770266,4,9,17,1,52,8,JB-6750,REC
770272,4,7,33,1,17,7,BB-2425,RUSH
770313,1,8,19,4,1,6,XG-0100,REC
770322,1,4,53,2,39,7,RC-1500,REC
770334,1,1,33,3,54,7,JW-3650,REC
770354,2,7,26,2,17,8,MB-4550,REC
770381,3,12,17,3,55,7,DA-0212,REC
770405,3,0,54,1,1,7,AB-3500,REC
770426,4,8,50,1,33,7,AB-3500,REC
770440,4,2,8,1,4,7,JW-3650,RUSH
770474,1,8,52,2,4,7,LM-1150,RUSH
770508,2,11,20,2,10,7,JA-1025,RUSH
770519,2,6,49,1,8,7,AC-2150,RUSH
770674,2,10,47,2,8,7,JW-6000,REC
770692,2,4,6,4,83,7,RS-3525,PR
770703,2,1,2,3,20,7,RG-1650,REC
770745,4,15,0,3,13,7,DB-5300,REC
770756,4,11,35,2,14,7,JD-2350,REC
770771,4,4,59,1,1,7,AM-2850,RUSH
770781,4,2,41,3,1,7,RS-2125,RUSH
770799,1,10,21,4,2,7,AK-0050,RUSH
770812,1,5,12,2,2,7,JS-6700,RUSH
770834,2,11,36,2,3,7,MI-0100,RUSH
770846,2,7,27,3,10,7,MT-0875,REC
770859,2,2,5,3,21,7,CM-1225,REC
770883,3,8,17,2,20,7,AK-0050,RUSH
770930,4,4,3,2,24,7,DF-2200,REC
770989,2,9,43,1,9,7,JT-2000,REC
770992,2,9,39,1,30,7,XH-0100,INT
771051,3,5,8,3,65,6,JS-3150,INT
771058,3,3,4,1,42,7,KD-1462,RUSH
771084,4,10,27,1,23,7,KS-2350,REC
771161,2,11,58,1,1,7,BW-0700,REC
771173,2,6,58,1,3,7,PR-0125,REC
771203,3,12,16,1,4,7,TR-0370,RUSH
771229,3,2,23,1,6,6,TG-1581,RUSH
771240,4,12,46,2,7,7,AC-2150,RUSH
771247,4,10,24,2,1,7,NB-0200,REC
771265,4,4,6,1,6,7,AC-2150,RUSH
771273,4,2,36,3,45,7,EW-0400,INT
771326,2,10,48,3,4,7,SA-0850,REC
771339,2,4,23,1,9,7,MM-0912,RUSH
771392,3,0,9,1,24,7,DW-0500,REC
771438,4,0,57,3,75,7,DH-2450,RUSH
771465,1,6,23,3,4,7,ML-0650,REC
771510,2,2,0,3,8,6,KC-1550,REC
771531,3,10,38,2,5,8,LF-0650,RUSH
771542,3,6,49,4,40,7,TH-1850,REC
771613,1,12,29,2,22,7,TK-0150,REC
771621,1,10,42,1,36,7,TK-0150,REC
771632,1,6,16,3,1,7,BP-1200,RUSH
771648,1,0,56,2,1,7,JM-2900,RUSH
771690,2,0,29,3,11,7,MF-1300,REC
771717,3,5,23,1,79,7,TH-1750,REC
771746,4,9,19,2,40,7,TH-1750,REC
771765,4,2,20,3,1,8,JM-2900,RUSH
771826,2,10,6,2,2,7,JM-3450,REC
771891,4,15,0,2,6,7,KR-1200,REC
772014,3,9,5,2,1,7,RB-4670,RUSH
772033,3,1,16,2,14,7,RB-4670,RUSH
772118,1,0,16,3,8,7,DI-0075,REC
772141,2,6,12,4,61,7,TC-1975,PR
772233,1,9,58,3,28,7,CB-2775,REC
772278,2,7,17,3,1,7,JW-3650,RUSH
772285,2,4,31,1,62,7,DL-2325,FUM
772355,4,6,6,3,11,7,CB-2775,REC
772385,5,6,8,1,20,6,AJ-1143,RUSH
772449,2,2,0,2,28,7,DN-1225,REC
772474,3,10,40,3,7,7,KA-0650,REC
772557,1,7,57,4,1,6,GE-0400,REC
772573,1,2,57,3,41,7,AO-0250,INT
772596,2,7,44,3,1,7,EP-0350,RUSH
772608,2,3,30,2,15,6,LF-0200,REC
772643,3,5,13,2,11,7,SW-0450,REC
772706,1,12,35,3,51,7,ML-2500,RUSH
772737,1,0,9,1,1,7,OD-0200,RUSH
772825,4,10,23,1,9,7,DW-1350,RUSH
772836,4,5,22,2,10,7,EE-0400,REC
772842,4,3,31,3,9,7,JH-5125,REC
772895,1,0,14,1,11,7,JG-2900,REC
772958,3,5,47,3,1,7,TL-1025,REC
772980,4,12,15,3,27,7,NA-0050,REC
772992,4,7,33,2,15,7,JM-3475,REC
773052,1,0,45,3,8,7,AG-1500,REC
773091,2,0,35,3,15,7,AG-1500,REC
773111,3,9,9,2,35,7,LB-0250,REC
773165,4,3,55,1,6,7,AB-3500,REC
773239,2,4,35,3,1,7,DF-1875,RUSH
773246,2,2,0,1,26,7,TL-0825,REC
773261,3,13,15,3,1,7,MT-0875,REC
773301,4,10,1,3,8,7,MS-0150,REC
773344,1,11,5,1,21,6,JH-5575,RUSH
773364,1,2,22,1,14,7,BL-0100,REC
773433,3,4,59,1,4,7,MT-1800,RUSH
773446,4,14,57,1,1,7,AS-0775,REC
773459,4,9,25,2,8,7,JH-5575,RUSH
773504,1,8,10,1,2,7,TR-0370,RUSH
773517,1,2,55,3,1,7,DM-0450,RUSH
773544,2,7,41,1,5,7,GT-0100,REC
773596,3,3,18,1,18,7,TR-0370,RUSH
773608,4,13,47,3,2,7,OH-0250,REC
773624,4,8,10,1,2,7,LW-0975,REC
773665,1,8,57,2,30,7,JW-3650,REC
773674,1,4,50,2,18,7,JG-2450,REC
773705,2,5,16,1,7,7,DJ-1850,REC
773753,3,2,59,3,2,7,CC-3650,REC
773768,4,12,54,3,1,7,JW-3650,RUSH
773801,4,0,17,1,1,7,DA-0212,REC
773814,5,5,12,3,25,6,DA-0212,REC
773877,2,0,31,1,8,7,KB-0950,REC
773943,4,1,20,1,3,7,JD-2550,REC
773975,5,1,39,3,21,6,LM-1000,RUSH
773984,1,11,6,3,60,7,JS-6700,RUSH
773997,1,6,33,2,18,7,KR-1200,REC
774013,2,14,22,3,1,7,JS-6700,RUSH
774073,3,8,51,3,18,7,DF-2200,REC
774122,4,5,47,2,52,8,AT-0350,REC
774137,4,1,50,3,1,7,JS-6700,RUSH
774181,2,15,0,1,1,7,KH-2850,RUSH
774258,3,3,30,2,13,7,CW-1450,RUSH
774282,4,8,58,1,22,7,ML-2500,RUSH
774290,4,7,17,4,29,8,JC-4300,REC
774378,2,2,39,2,2,7,CH-5000,RUSH
774389,2,0,59,1,7,6,DH-3950,REC
774405,3,12,18,1,29,7,DH-3950,REC
774433,3,1,58,2,6,7,GC-0350,REC
774566,3,12,7,2,18,7,DW-2275,REC
774580,3,7,38,2,26,7,DB-0500,REC
774583,3,7,32,1,75,7,KC-1550,REC
774590,3,5,40,1,1,7,LF-0650,RUSH
774615,4,10,0,1,61,7,PR-0150,REC
774629,4,3,52,2,74,7,TL-1025,REC
774666,1,7,22,2,20,7,DT-0900,REC
774738,3,6,34,3,1,7,AJ-0375,RUSH
774843,2,7,23,2,6,7,DH-2450,RUSH
774975,1,2,40,2,8,7,HH-0225,REC
774994,2,10,20,3,23,6,VD-0100,REC
774997,2,10,13,1,75,7,TW-2875,REC
775050,3,6,20,1,1,7,MG-1150,RUSH
775095,4,2,55,3,96,7,BB-2725,INT
775171,2,2,12,2,1,7,RE-0400,REC
775177,2,1,47,2,50,7,DB-5300,REC
775244,4,7,45,1,20,7,JW-6000,REC
775258,4,4,21,3,81,6,RS-2125,REC
775266,4,3,3,3,15,7,RS-2125,RUSH
775285,1,13,5,1,2,7,TG-1950,RUSH
775297,1,8,50,2,5,7,BC-0700,REC
775313,1,3,1,3,20,7,TB-3950,REC
775332,2,11,18,3,11,7,TB-3950,REC
775341,2,9,32,3,6,7,CK-1300,REC
775382,3,11,47,2,1,7,SW-0450,REC
775388,3,10,13,4,16,7,BC-2575,BLPU
775407,3,2,28,4,2,7,AJ-0430,REC
775416,4,14,3,2,1,7,TG-1950,RUSH
775456,4,0,1,1,16,6,BG-1200,FUM
775473,1,7,5,1,20,7,LB-0250,REC
775498,2,13,16,1,1,7,LB-0250,RUSH
775509,2,9,14,2,30,7,CM-2675,REC
775526,2,2,0,1,18,7,AC-2150,RUSH
775565,3,5,23,1,1,7,JA-1025,RUSH
775575,3,2,48,1,6,7,PR-0125,REC
775603,4,9,21,1,1,6,RN-1250,REC
775613,4,6,52,1,9,7,JA-1025,RUSH
775623,4,3,36,3,11,7,LB-0250,RUSH
775703,2,6,24,1,3,7,RB-4670,RUSH
775712,2,3,39,1,5,7,JL-0215,REC
775733,3,11,9,2,25,7,JG-2950,REC
775749,3,4,48,2,4,7,JL-0215,REC
775769,4,13,9,2,3,7,JW-2550,REC
775832,1,8,7,3,7,7,JB-5725,RUSH
775884,2,1,26,3,18,7,BO-0650,RUSH
775923,3,4,22,2,22,7,CL-0275,REC
775933,3,2,47,2,54,8,JH-3625,REC
776034,2,6,15,3,3,7,TJ-2350,REC
776068,3,9,54,3,8,7,EE-0050,REC
776119,4,2,39,2,9,7,BC-3070,REC
776186,2,6,39,3,64,7,TH-1750,REC
776199,2,2,5,3,2,6,MG-1150,RUSH
776226,3,9,26,1,10,7,AG-0500,REC
776241,3,2,14,1,3,7,KH-2850,REC
776276,4,4,1,3,5,7,KH-2850,RUSH
776302,1,13,36,2,5,7,JC-5680,REC
776337,2,13,39,2,36,7,KB-1050,REC
776519,2,8,18,1,12,7,DJ-1850,RUSH
776532,2,3,4,3,2,7,JF-1900,RUSH
776544,2,1,7,1,33,7,BW-0700,REC
776576,3,7,13,1,1,7,BW-2020,FUM
776643,1,10,35,2,1,7,LM-1850,RUSH
776659,1,6,5,3,31,7,EK-0250,INT
776694,2,6,47,2,20,7,SD-0537,REC
776752,4,12,59,1,1,7,KR-1200,REC
776768,4,6,26,1,2,7,GB-0350,RUSH
776805,1,6,2,2,7,7,CM-1225,REC
776818,1,0,4,3,13,7,DA-0212,REC
776861,2,0,39,1,33,7,RC-1500,REC
776876,3,11,39,1,30,7,GO-0100,REC
776888,3,7,28,1,9,7,DB-6375,REC
776919,4,12,29,1,13,7,DB-6375,REC
776946,4,2,48,2,24,7,RR-1050,REC
776984,1,3,54,3,1,7,TB-1720,RUSH
776997,2,14,51,1,5,7,JM-4175,REC
777009,2,10,18,3,14,7,JM-4175,REC
777046,2,0,29,1,9,7,KC-1550,REC
777064,3,8,17,3,25,7,DH-3950,REC
777069,3,7,16,2,1,7,TB-1720,RUSH
777100,4,10,30,1,8,7,CG-1950,RUSH
777138,1,10,16,1,4,7,LM-1000,RUSH
777186,2,6,10,3,16,7,LM-1000,REC
777203,2,0,40,1,9,7,TT-0500,RUSH
777262,4,8,2,2,1,7,KD-1462,RUSH
777322,1,3,11,1,1,7,MI-0100,RUSH
777338,2,11,4,3,2,7,BP-1200,RUSH
777349,2,6,17,2,10,7,AK-0050,REC
777432,4,7,42,2,4,7,MT-0875,REC
777455,4,1,55,1,2,6,EM-0950,REC
777459,4,1,43,2,50,7,MI-0100,RUSH
777482,1,9,8,3,1,6,OD-0200,RUSH
777492,1,5,35,2,3,7,AJ-0430,REC
777504,1,1,31,2,13,7,TK-0450,REC
777516,2,13,58,3,67,7,SS-1250,REC
777543,2,4,54,2,10,7,ZE-0100,REC
777552,2,2,24,3,13,7,TB-3950,REC
777590,3,5,57,2,10,7,NA-0050,REC
777601,3,2,16,2,57,6,TK-0450,REC
777683,1,6,0,1,1,7,TG-1950,RUSH
777713,2,8,16,1,1,7,TG-1950,RUSH
777724,2,3,29,3,1,7,RW-4050,REC
777735,2,0,37,3,57,7,TG-1950,RUSH
777755,3,7,10,3,14,6,TG-1950,REC
777772,3,1,28,1,26,7,LW-1450,REC
777830,1,9,3,2,1,7,RB-4670,RUSH
777840,1,5,37,1,18,7,ER-0462,REC
777884,2,0,30,3,4,7,MB-4550,REC
777901,3,8,56,3,4,6,BC-2325,REC
777919,3,1,38,2,3,7,LB-0250,RUSH
777961,4,1,0,1,8,8,DL-1700,RUSH
778025,2,5,38,3,5,7,GC-0350,REC
778047,2,0,37,2,4,7,DW-0500,REC
778086,4,13,36,3,8,7,RM-1500,REC
778168,2,14,7,1,1,7,RS-2125,RUSH
778219,3,8,8,1,2,7,MC-2900,REC
778242,3,0,53,2,5,7,DP-2037,RUSH
778256,4,10,40,3,2,7,MC-2900,REC
778308,1,7,0,3,6,7,JH-1350,REC
778319,1,2,1,3,30,7,OH-0250,REC
778330,2,13,2,2,0,7,LT-0550,ORCV
778384,3,8,40,1,42,7,ME-0600,REC
778419,4,8,8,3,32,7,DF-1875,RUSH
778432,4,4,16,2,16,7,AH-3862,REC
778488,2,12,19,3,6,7,MC-0150,REC
778499,2,7,48,2,14,7,FG-0200,REC
778578,4,8,44,3,4,7,MW-2450,REC
778646,1,1,2,2,4,7,SD-0537,REC
778833,2,0,22,1,54,7,TG-0900,REC
778868,3,2,59,2,26,7,MI-0100,RUSH
778917,4,2,44,3,14,7,TC-2050,REC
778973,2,10,37,3,19,7,JP-4150,INT
778984,2,7,13,1,17,7,RG-2200,REC
779050,3,1,1,1,1,7,MG-0650,RUSH
779065,4,9,32,3,12,7,DL-1700,REC
779081,4,4,1,2,4,7,DL-1700,RUSH
779125,1,1,23,3,2,6,JH-5575,RUSH
779177,3,12,30,1,16,7,JH-5575,RUSH
779196,3,3,33,2,4,7,MT-1800,RUSH
779315,2,2,13,2,15,7,JC-5680,REC
779368,4,12,15,2,48,7,JD-2350,REC
779398,4,4,29,3,31,7,VD-0100,REC
779411,4,1,22,1,5,8,CA-0750,RUSH
779447,1,5,0,3,33,7,EE-0050,REC
779523,3,5,56,2,1,7,CU-0150,REC
779555,4,9,54,1,5,7,TG-1581,RUSH
779585,4,2,0,3,12,7,GB-0350,RUSH
779651,2,8,59,2,3,7,AG-0500,REC
779696,3,10,12,3,57,7,BP-1200,RUSH
779707,3,5,2,2,1,7,MG-1150,RUSH
779779,1,8,56,2,3,6,TG-1950,REC
779821,2,5,24,1,4,7,WW-0900,FUM
779825,2,4,38,2,80,7,TG-1950,REC
779862,3,6,44,1,3,7,SW-0450,REC
779869,3,4,28,2,6,7,DM-4300,RUSH
779892,4,11,57,3,14,7,CK-1300,REC
779971,2,13,4,3,9,7,TK-0150,REC
779992,2,3,41,2,1,7,KH-2850,RUSH
779995,2,3,34,1,65,7,JG-2950,REC
780162,2,2,58,0,103,6,DB-6375,KR
780188,3,10,36,1,18,7,BW-2475,REC
780254,4,0,39,1,2,7,CN-0500,RUSH
780270,1,10,20,1,1,7,JG-0650,RUSH
780308,2,11,13,2,50,6,DJ-1750,INT
780323,2,5,15,1,1,7,LF-0650,RUSH
780345,2,0,14,1,5,7,JS-7075,REC
780371,3,6,51,3,8,7,GK-0075,REC
780396,4,10,42,3,5,7,TT-0450,REC
780402,4,9,3,1,6,7,CH-5000,RUSH
780430,4,2,20,2,1,8,TY-0150,RUSH
780435,4,1,54,1,11,6,JO-0150,REC
780442,4,1,31,3,30,7,MB-3537,RUSH
780531,2,1,7,3,13,7,LF-0200,REC
780551,3,9,30,3,15,6,JB-6950,REC
780578,4,15,0,3,21,7,RN-1275,FUM
780685,2,1,42,2,3,7,JG-2900,REC
780707,3,11,29,2,30,7,JC-3518,INT
780743,4,12,5,2,6,7,DB-0500,REC
780798,1,7,6,3,5,7,JH-6400,REC
780837,2,4,18,1,1,7,RN-1250,RUSH
780880,3,1,53,2,10,7,LB-0250,RUSH
780890,4,12,36,1,3,6,DH-3950,REC
780899,4,9,31,3,18,7,JS-4750,REC
780946,1,2,59,2,17,7,JA-0450,REC
780962,2,12,46,1,63,7,AC-2350,REC
781084,4,0,3,4,23,6,DB-0875,FUM
781097,1,10,20,1,26,7,NO-0150,REC
781187,3,7,16,1,1,6,KW-1600,RUSH
781224,4,6,21,1,1,6,JL-0215,REC
781242,4,2,0,2,1,7,DF-0150,RUSH
781262,1,10,39,1,19,7,DF-1875,REC
781325,2,0,55,1,4,7,DF-2200,REC
781433,1,9,13,1,1,7,LM-1850,RUSH
781466,2,9,34,1,1,7,LM-1850,RUSH
781477,2,6,5,4,59,7,BC-0150,PR
781536,3,0,20,2,15,7,SD-0537,REC
781595,1,10,59,1,1,7,TK-0850,REC
781665,2,4,20,3,5,7,TK-0850,REC
781685,2,0,8,1,6,7,CM-2675,REC
781698,3,10,36,2,89,7,DD-0950,INT
781708,3,6,28,4,17,7,AC-2150,RUSH
781745,4,8,52,3,6,7,MW-0500,REC
781772,4,0,53,4,49,7,TB-2075,REC
781788,1,10,52,2,29,7,DH-2800,RUSH
781819,2,13,32,3,20,7,JS-4750,REC
781826,2,11,49,2,2,7,DJ-1850,RUSH
781837,2,8,3,1,4,7,SR-0700,RUSH
781841,2,7,22,2,56,7,RH-1950,REC
781871,3,10,59,3,5,7,RH-1950,REC
781873,3,10,54,0,96,7,JS-4750,KR
782053,4,12,24,3,20,6,BB-4100,REC
782143,2,7,35,3,54,7,KG-0650,REC
782156,2,2,24,1,3,7,MJ-2250,REC
782200,3,1,50,1,71,7,GT-0100,REC
782212,4,11,35,4,17,8,RC-1500,REC
782222,4,7,23,2,7,8,AA-0025,RUSH
782273,2,15,0,1,6,7,JD-2550,REC
782290,2,7,1,2,2,7,AB-1975,RUSH
782334,3,6,57,2,1,7,MM-0050,RUSH
782427,2,14,17,2,66,6,DH-2450,REC
782517,4,11,2,2,67,7,YN-0100,FUM
782564,1,9,47,3,1,7,PB-0125,RUSH
782566,1,9,42,0,106,7,AK-0050,KR
782582,1,2,41,1,7,7,AK-0050,RUSH
782609,2,5,57,3,1,6,JW-5650,RUSH
782667,4,14,19,4,-7,7,TL-0825,PR
782682,4,7,13,2,3,7,ZL-0200,REC
782717,4,0,15,1,39,8,CG-1425,REC
782734,1,9,35,1,3,7,DL-1700,RUSH
782792,2,4,20,2,5,7,BC-2325,REC
782809,2,0,24,1,5,7,DL-1700,REC
782901,1,14,57,2,75,6,OD-0200,RUSH
782908,1,12,48,2,16,6,HS-0050,REC
782922,1,8,2,2,12,7,KC-2350,RUSH
783077,1,9,5,1,25,7,JB-6750,REC
783079,1,8,55,0,99,7,TL-1025,KR
783108,2,12,23,2,4,7,EP-0350,RUSH
783161,3,9,5,2,18,7,DB-0500,REC
783205,4,10,31,1,29,7,DB-0500,REC
783241,1,14,10,2,35,7,KH-2850,RUSH
783293,2,5,6,2,29,7,DH-2350,REC
783303,2,1,12,2,1,7,AS-0900,RUSH
783342,3,3,17,2,11,7,RW-3550,FUM
783369,4,7,2,1,38,7,ZA-0200,FUM
783383,4,2,58,4,6,7,DT-0900,REC
783432,2,13,19,1,11,7,KA-0650,ORCV
783438,2,11,51,3,87,7,AC-2350,REC
783459,2,5,21,1,56,7,TW-2875,REC
783476,2,0,30,1,6,6,KA-0650,REC
783509,3,1,0,3,62,7,TB-1060,REC
783568,1,5,23,2,8,7,MG-1050,REC
783622,2,1,23,1,8,7,CH-5000,RUSH
783657,3,6,19,1,5,7,CH-5000,RUSH
783673,4,15,0,3,12,7,AR-1200,REC
783691,4,6,47,1,8,7,LD-0850,RUSH
783726,1,7,42,2,1,7,KH-2850,RUSH
783739,1,2,19,1,13,7,TK-0150,REC
783784,2,0,8,1,14,7,DR-2225,REC
783804,3,6,44,3,6,7,MM-0912,REC
783822,4,14,17,2,35,6,DH-2450,RUSH
783841,4,6,10,2,22,6,ED-0200,REC
783906,2,11,40,2,3,7,DF-1875,RUSH
783929,2,2,40,3,14,7,CK-1300,REC
784002,4,5,54,2,8,7,JJ-4700,REC
784146,3,0,49,4,1,7,BK-1050,REC
784226,1,1,58,2,80,7,TG-0900,REC
784246,2,9,9,1,9,7,JH-4070,REC
784269,2,0,46,1,1,7,ZL-0200,RUSH
784314,4,12,52,3,14,7,GO-0100,REC
784332,4,5,12,2,2,7,AK-0050,RUSH
784338,4,4,20,2,56,7,CM-1225,REC
784402,2,10,32,4,1,6,LB-0500,RUSH
784416,2,5,46,3,6,7,DF-1875,REC
784541,1,1,20,2,15,7,CD-0975,REC
784550,2,13,24,2,5,7,JW-2550,REC
784563,2,9,27,1,6,7,JW-2550,RUSH
784588,2,1,56,3,4,7,CH-3350,REC
784629,3,4,4,2,2,7,BB-2250,RUSH
784651,4,10,26,2,4,7,RG-2200,REC
784681,4,2,0,4,11,7,CD-0975,REC
784695,1,10,44,4,1,7,LF-0650,RUSH
784710,1,5,31,1,18,7,LF-0650,RUSH
784731,2,11,36,2,4,7,TY-0150,RUSH
784739,2,8,26,1,23,7,AB-3500,REC
784754,2,2,33,2,50,7,TS-2050,FUM
784763,2,0,32,4,36,7,MB-4550,REC
784777,3,9,15,3,19,7,LB-0250,REC
784809,4,10,39,1,3,7,LF-0650,RUSH
784817,4,9,14,4,43,7,AB-3500,REC
784827,4,4,24,2,14,7,TB-1720,REC
784841,4,2,27,1,8,7,LB-0250,RUSH
784858,4,0,4,4,4,7,JS-4750,REC
784873,1,9,51,2,14,7,JM-3450,RUSH
784914,2,10,3,1,1,7,LM-1850,RUSH
784972,3,1,23,2,14,7,MT-0875,REC
784981,4,13,12,2,3,7,MT-0875,REC
785009,4,3,6,1,14,7,AK-0050,REC
785038,4,0,10,3,61,6,SD-0537,REC
785072,2,14,22,1,4,7,ML-1500,REC
785089,2,7,11,1,4,7,LF-0650,RUSH
785114,2,0,58,1,1,7,JW-2550,RUSH
785171,4,8,53,1,9,7,DA-0900,REC
785193,4,2,56,2,4,7,DA-0900,REC
785217,1,10,20,2,25,7,KR-1200,REC
785230,1,6,42,3,50,7,PR-0400,INT
785248,2,13,42,1,11,7,LB-0500,RUSH
785279,2,1,18,3,53,7,AJ-0430,REC
785301,3,10,13,1,41,7,TS-2300,REC
785327,4,14,15,3,5,7,AJ-0430,REC
785391,1,2,41,1,34,6,AJ-0430,REC
785417,2,8,55,1,21,6,LB-0500,RUSH
785438,2,2,12,1,26,6,JW-2550,RUSH
785447,2,0,38,4,1,7,NF-0250,REC
785463,3,12,19,2,5,7,RG-2200,REC
785476,3,7,25,3,22,7,CC-2350,REC
785486,3,3,29,1,26,7,CH-3350,REC
785507,4,9,26,2,4,7,RG-2200,REC
785523,4,2,25,3,11,6,ZE-0100,REC
785651,3,4,41,2,1,7,JA-0450,RUSH
785678,4,9,53,1,9,7,TC-2050,RUSH
785699,4,2,25,2,11,8,JA-0450,RUSH
785727,1,8,49,1,8,7,AC-2150,RUSH
785752,1,1,37,3,7,7,JB-6950,REC
785808,2,0,17,2,12,6,MC-2900,REC
785821,3,12,33,1,13,7,WS-0925,REC
785827,3,11,26,1,1,7,JA-1025,RUSH
785881,4,3,55,1,2,7,KD-1050,RUSH
785947,2,11,19,1,4,7,JC-4075,RUSH
785988,3,10,15,2,20,7,TT-0500,RUSH
785995,3,8,29,2,22,7,AB-3500,REC
786005,3,5,29,1,22,7,JC-4075,RUSH
786047,4,7,36,1,1,7,CH-5000,RUSH
786064,4,2,3,1,17,7,JG-2450,REC
786155,2,12,9,2,26,7,EE-0050,REC
786182,2,1,48,2,3,7,JR-3280,REC
786213,3,8,17,1,5,7,TH-1850,REC
786223,3,4,18,1,38,7,AG-1500,REC
786245,4,11,10,3,1,7,JM-5275,RUSH
786277,4,0,40,3,83,7,CF-0337,FUM
786322,2,11,26,1,10,7,KS-2350,REC
786391,4,14,22,1,4,7,DL-1700,RUSH
786393,4,14,17,0,102,7,JG-2950,KR
786406,4,10,33,1,75,7,KS-2350,REC
786408,4,10,22,0,94,7,DJ-0850,KR
786481,2,13,44,3,22,7,SD-0537,REC
786539,3,10,48,3,28,7,MH-3715,INT
786557,3,4,27,2,11,7,KR-1200,REC
786566,3,0,40,2,22,7,DP-1263,REC
786624,1,11,58,3,21,7,RG-2200,REC
786663,2,12,45,1,12,7,JW-2550,REC
786707,2,0,19,1,4,7,PD-0800,REC
786747,3,1,54,2,1,7,AB-1975,RUSH
786785,4,2,12,2,5,7,BE-0350,REC
786807,1,11,45,3,5,7,AK-0050,RUSH
786813,1,9,51,1,58,7,DJ-0200,REC
786833,1,2,3,1,3,7,RF-0500,RUSH
786839,2,15,0,1,28,7,TG-0900,REC
786865,2,4,47,3,9,7,CG-1425,REC
786868,2,4,38,1,34,7,JE-1300,FUM
786879,2,0,59,3,6,7,MT-0875,REC
786914,3,3,6,3,50,7,ME-0600,REC
786929,4,12,24,1,36,7,DJ-0200,REC
786943,4,8,57,3,1,8,AK-0050,RUSH
786957,4,3,35,2,7,8,AK-0050,REC
787024,2,2,47,1,1,7,TY-0150,REC
787096,4,11,35,2,32,7,MJ-0015,INT
787101,4,10,51,2,68,6,SB-0212,RUSH
787138,1,13,24,4,91,7,TH-1750,PR
787155,1,6,50,2,58,7,TH-1750,REC
787192,2,7,54,2,13,6,AE-0550,REC
787230,3,9,29,1,1,7,DT-0850,REC
787247,3,0,55,1,36,7,AS-0900,REC
787258,4,12,9,3,20,8,KA-0650,REC
787267,4,9,47,3,1,7,TH-1750,REC
787281,4,5,8,1,4,8,TW-2875,REC
787335,2,15,0,2,13,7,CT-1220,REC
787356,2,4,12,3,1,7,AP-0700,RUSH
787374,2,0,12,3,4,7,JR-1150,REC
787439,4,5,51,2,2,6,DJ-1325,RUSH
787509,2,8,54,2,4,7,CN-0500,RUSH
787577,4,14,16,1,1,6,AA-0557,RUSH
787590,4,8,58,2,4,8,EE-0250,RUSH
787637,1,9,10,1,15,7,WD-0550,REC
787646,1,6,18,2,29,7,PL-0275,REC
787674,2,10,40,2,43,7,ES-0200,REC
787726,3,6,9,3,20,7,BM-0300,REC
787750,4,14,55,2,51,7,TL-1025,REC
787760,4,11,18,1,4,7,DT-0900,REC
787807,1,7,16,1,2,7,MT-1800,RUSH
787859,2,0,50,3,27,7,KM-0050,INT
787902,4,14,6,2,39,7,GA-0250,REC
787914,4,9,10,1,12,7,DA-0212,REC
787934,4,2,29,3,75,7,RC-1500,REC
787954,1,14,53,1,37,7,QD-0300,INT
787977,1,4,26,1,6,7,IC-0300,RUSH
788019,2,2,0,3,41,7,RA-1125,REC
788040,3,13,17,1,24,7,GT-0100,REC
788049,3,9,44,2,21,7,QE-0100,REC
788054,3,8,16,3,36,7,DL-0550,INT
788060,3,7,20,4,78,7,AR-1100,PR
788079,3,1,4,2,62,7,IC-0300,RUSH
788128,1,10,32,2,10,7,ML-2500,RUSH
788143,1,4,59,1,19,7,TG-1950,REC
788237,3,0,3,1,8,7,CK-1300,REC
